Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Senegal,SEN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,3.62067008018494
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,76.6184802368462
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,7508739
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,7242618
Senegal,SEN,"Population, total",SP.POP.TOTL,14751356
Senegal,SEN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,40692661657.284
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5765.20335248009
Serbia,SRB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,15.0062599182129
Serbia,SRB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,13.9699401855469
Serbia,SRB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,14.5109100341797
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,80.7034301394923
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3672802
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3385520
Serbia,SRB,"Population, total",SP.POP.TOTL,7058322
Serbia,SRB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,6.4
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1458954073.30681
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,15409.8046337211
Seychelles,SYC,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Seychelles,SYC,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Seychelles,SYC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,205.819565217391
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,45099
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,49579
Seychelles,SYC,"Population, total",SP.POP.TOTL,94677
Seychelles,SYC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,3862721266.02162
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,515.447839602837
Sierra Leone,SLE,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Sierra Leone,SLE,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Sierra Leone,SLE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,103.822568578554
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,3742430
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,3751483
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7493913
Sierra Leone,SLE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,319030057631.089
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,56895.6583127851
Singapore,SGP,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,27.2982406616211
Singapore,SGP,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,31.1305904388428
Singapore,SGP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,29.1279201507568
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7908.72073342736
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2677036
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2930247
Singapore,SGP,"Population, total",SP.POP.TOTL,5607283
Singapore,SGP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1427017201.87971
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,35703.0999494536
Sint Maarten (Dutch part),SXM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Sint Maarten (Dutch part),SXM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Sint Maarten (Dutch part),SXM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1175.55882352941
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,18836
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,21132
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,39969
Sint Maarten (Dutch part),SXM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,89952699524.894
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16563.4404971229
Slovak Republic,SVK,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,20.8690204620361
Slovak Republic,SVK,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,18.2935199737549
Slovak Republic,SVK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,19.6366405487061
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,112.953369384359
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2782101
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2648698
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5430798
Slovak Republic,SVK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.4
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,44766722790.5826
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,21678.3594670629
Slovenia,SVN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,22.5447807312012
Slovenia,SVN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,16.6322002410889
Slovenia,SVN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,19.643310546875
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,102.52417833383
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1038201
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1026841
Slovenia,SVN,"Population, total",SP.POP.TOTL,2065042
Slovenia,SVN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1379490304.2254
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2196.28389055503
Solomon Islands,SLB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Solomon Islands,SLB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Solomon Islands,SLB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,22.4402286530904
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,306834
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,321267
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,628102
Solomon Islands,SLB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,7390796616.53029
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,517.09758150565
Somalia,SOM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Somalia,SOM,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Somalia,SOM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,22.7832546944241
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,7128282
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,7164565
Somalia,SOM,"Population, total",SP.POP.TOTL,14292847
Somalia,SOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,323585509674.481
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,5735.06678717842
South Africa,ZAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,6.80077981948853
South Africa,ZAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,7.77444982528687
South Africa,ZAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,7.23291015625
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,46.511201971824
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,29004108
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,27418165
South Africa,ZAF,"Population, total",SP.POP.TOTL,56422274
South Africa,ZAF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..
South Sudan,SSD,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
South Sudan,SSD,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
South Sudan,SSD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,17.5115993860079
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5593169
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5472936
South Sudan,SSD,"Population, total",SP.POP.TOTL,11066105
South Sudan,SSD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,67.3
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1233554967011.68
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,26537.1594894542
Spain,ESP,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,22.5566291809082
Spain,ESP,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,19.206470489502
Spain,ESP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,20.9353904724121
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,93.0492629572988
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,23662382
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,22821680
Spain,ESP,"Population, total",SP.POP.TOTL,46484062
Spain,ESP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.1
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,88012282205.8357
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,4107.82977539914
Sri Lanka,LKA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Sri Lanka,LKA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Sri Lanka,LKA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,346.169906128318
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11071811
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10353683
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21425494
Sri Lanka,LKA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.3
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1007348148.14815
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,21079.520970707
St. Kitts and Nevis,KNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
St. Kitts and Nevis,KNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
St. Kitts and Nevis,KNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,183.8
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24472
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,23316
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47788
St. Kitts and Nevis,KNA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1865459259.25926
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,10574.3865772889
St. Lucia,LCA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
St. Lucia,LCA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
St. Lucia,LCA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,289.201639344262
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,88683
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,87731
St. Lucia,LCA,"Population, total",SP.POP.TOTL,176413
St. Lucia,LCA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,5.1
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
St. Martin (French part),MAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
St. Martin (French part),MAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
St. Martin (French part),MAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,696.22
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,18248
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,16563
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,34811
St. Martin (French part),MAF,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,814303703.703704
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,7684.79283998852
St. Vincent and the Grenadines,VCT,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
St. Vincent and the Grenadines,VCT,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
St. Vincent and the Grenadines,VCT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,271.7
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,51704
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,54258
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,105963
St. Vincent and the Grenadines,VCT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,102943509633.573
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2614.29443359375
Sudan,SDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Sudan,SDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Sudan,SDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,21.0798549250535
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,19690357
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,19686813
Sudan,SDN,"Population, total",SP.POP.TOTL,39377169
Sudan,SDN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,3317421648.09918
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,5705.39948731743
Suriname,SUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Suriname,SUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Suriname,SUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.72726282051282
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,290695
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,290757
Suriname,SUR,"Population, total",SP.POP.TOTL,581453
Suriname,SUR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,515654671469.547
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51965.1571531985
Sweden,SWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,26.9555206298828
Sweden,SWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,19.920560836792
Sweden,SWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,23.4782295227051
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,24.362449750883
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,4949232
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,4973853
Sweden,SWE,"Population, total",SP.POP.TOTL,9923085
Sweden,SWE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.3
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,687895460902.713
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,82153.0745447889
Switzerland,CHE,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Switzerland,CHE,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Switzerland,CHE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,211.931572125581
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4225760
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4147577
Switzerland,CHE,"Population, total",SP.POP.TOTL,8373338
Switzerland,CHE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,12598742889.2732
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,664.341672388301
Syrian Arab Republic,SYR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Syrian Arab Republic,SYR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Syrian Arab Republic,SYR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,103.274258018842
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,9430784
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,9533468
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,18964252
Syrian Arab Republic,SYR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,6992416096.89018
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,801.39383995978
Tajikistan,TJK,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Tajikistan,TJK,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Tajikistan,TJK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,62.8670509402695
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,4341940
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,4383379
Tajikistan,TJK,"Population, total",SP.POP.TOTL,8725318
Tajikistan,TJK,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,49774409374.4538
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,942.889038085938
Tanzania,TZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Tanzania,TZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Tanzania,TZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,61.4154459245879
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,27588579
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,26813222
Tanzania,TZA,"Population, total",SP.POP.TOTL,54401802
Tanzania,TZA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,413366349747.508
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,5854.4639077194
Thailand,THA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,16.2681198120117
Thailand,THA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,13.2192697525024
Thailand,THA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,14.8099803924561
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,138.2039910744
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,36120993
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,34486044
Thailand,THA,"Population, total",SP.POP.TOTL,70607037
Thailand,THA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1652603700
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1349.54677672507
Timor-Leste,TLS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,5.47714996337891
Timor-Leste,TLS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,9.37374019622803
Timor-Leste,TLS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,7.36493015289307
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,82.3511768661735
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,600053
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,624510
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1224562
Timor-Leste,TLS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,6071167584.1951
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,792.440550873266
Togo,TGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Togo,TGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Togo,TGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,140.859606545321
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,3814990
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,3846363
