,Laureate_ID,Full_Name,Birth_Date,Sex,Organization_Name,Organization_Country,Organization_City,Organization
607,426,Bengt I. Samuelsson,1934-05-21,Male,Karolinska Institutet,Sweden,Stockholm,1
608,427,John R. Vane,1927-03-29,Male,The Wellcome Research Laboratories,United Kingdom,Beckenham,1
609,543,Alva Myrdal,1902-01-31,Female,,,,0
610,544,Alfonso García Robles,1911-03-20,Male,,,,0
611,121,Kenneth G. Wilson,1936-06-08,Male,Cornell University,United States of America,"Ithaca, NY",1
612,260,Henry Taube,1915-11-30,Male,Stanford University,United States of America,"Stanford, CA",1
613,697,Gerard Debreu,1921-07-04,Male,University of California,United States of America,"Berkeley, CA",1
614,660,William Golding,1911-09-19,Male,,,,0
615,428,Barbara McClintock,1902-06-16,Female,Cold Spring Harbor Laboratory,United States of America,"Cold Spring Harbor, NY",1
616,545,Lech Walesa,1943-09-29,Male,,,,0
617,122,Subramanyan Chandrasekhar,1910-10-19,Male,University of Chicago,United States of America,"Chicago, IL",1
618,123,William Alfred Fowler,1911-08-09,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
619,261,Robert Bruce Merrifield,1921-07-15,Male,Rockefeller University,United States of America,"New York, NY",1
620,698,Richard Stone,1913-08-30,Male,University of Cambridge,United Kingdom,Cambridge,1
621,661,Jaroslav Seifert,1901-09-23,Male,,,,0
622,429,Niels K. Jerne,1911-12-23,Male,Basel Institute for Immunology,Switzerland,Basel,1
623,430,Georges J.F. Köhler,1946-04-17,Male,Basel Institute for Immunology,Switzerland,Basel,1
624,431,César Milstein,1927-10-08,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
625,546,Desmond Mpilo Tutu,1931-10-07,Male,,,,0
626,124,Carlo Rubbia,1934-03-31,Male,CERN,Switzerland,Geneva,1
627,125,Simon van der Meer,1925-11-24,Male,CERN,Switzerland,Geneva,1
628,262,Herbert A. Hauptman,1917-02-14,Male,The Medical Foundation of Buffalo,United States of America,"Buffalo, NY",1
629,263,Jerome Karle,1918-06-18,Male,US Naval Research Laboratory,United States of America,"Washington, DC",1
630,699,Franco Modigliani,1918-06-18,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
631,662,Claude Simon,1913-10-10,Male,,,,0
632,432,Michael S. Brown,1941-04-13,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
633,433,Joseph L. Goldstein,1940-04-18,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
634,547,International Physicians for the Prevention of Nuclear War,,,,,,0
635,126,Klaus von Klitzing,1943-06-28,Male,Max-Planck-Institut für Festkörperforschung,Federal Republic of Germany,Stuttgart,1
636,264,Dudley R. Herschbach,1932-06-18,Male,Harvard University,United States of America,"Cambridge, MA",1
637,265,Yuan T. Lee,1936-11-19,Male,University of California,United States of America,"Berkeley, CA",1
638,266,John C. Polanyi,1929-01-23,Male,University of Toronto,Canada,Toronto,1
639,700,James M. Buchanan Jr.,1919-10-03,Male,Center for Study of Public Choice,United States of America,"Fairfax, VA",1
640,663,Wole Soyinka,1934-07-13,Male,,,,0
641,434,Stanley Cohen,1922-11-17,Male,Vanderbilt University School of Medicine,United States of America,"Nashville, TN",1
642,435,Rita Levi-Montalcini,1909-04-22,Female,Institute of Cell Biology of the C.N.R.,Italy,Rome,1
643,548,Elie Wiesel,1928-09-30,Male,,,,0
644,127,Ernst Ruska,1906-12-25,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Federal Republic of Germany,Berlin,1
645,128,Gerd Binnig,1947-07-20,Male,IBM Zurich Research Laboratory,Switzerland,Rüschlikon,1
646,129,Heinrich Rohrer,1933-06-06,Male,IBM Zurich Research Laboratory,Switzerland,Rüschlikon,1
647,267,Donald J. Cram,1919-04-22,Male,University of California,United States of America,"Los Angeles, CA",1
648,268,Jean-Marie Lehn,1939-09-30,Male,Université Louis Pasteur,France,Strasbourg,1
649,268,Jean-Marie Lehn,1939-09-30,Male,Collège de France,France,Paris,1
650,268,Jean-Marie Lehn,1939-09-30,Male,Université Louis Pasteur,France,Strasbourg,1
651,268,Jean-Marie Lehn,1939-09-30,Male,Collège de France,France,Paris,1
652,269,Charles J. Pedersen,1904-10-03,Male,Du Pont,United States of America,"Wilmington, DE",1
653,701,Robert M. Solow,1924-08-23,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
654,664,Joseph Brodsky,1940-05-24,Male,,,,0
655,436,Susumu Tonegawa,1939-09-06,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
656,549,Oscar Arias Sánchez,1941-09-13,Male,,,,0
657,130,J. Georg Bednorz,1950-05-16,Male,IBM Zurich Research Laboratory,Switzerland,Rüschlikon,1
658,131,K. Alexander Müller,1927-04-20,Male,IBM Zurich Research Laboratory,Switzerland,Rüschlikon,1
659,270,Johann Deisenhofer,1943-09-30,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
660,270,Johann Deisenhofer,1943-09-30,Male,Howard Hughes Medical Institute,,,1
661,270,Johann Deisenhofer,1943-09-30,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
662,270,Johann Deisenhofer,1943-09-30,Male,Howard Hughes Medical Institute,,,1
663,271,Robert Huber,1937-02-20,Male,Max-Planck-Institut für Biochemie,Federal Republic of Germany,Martinsried,1
664,272,Hartmut Michel,1948-07-18,Male,Max-Planck-Institut für Biophysik,Federal Republic of Germany,Frankfurt-on-the-Main,1
665,702,Maurice Allais,1911-05-31,Male,École Nationale Supérieur des Mines de Paris,France,Paris,1
666,665,Naguib Mahfouz,1911-12-11,Male,,,,0
667,437,Sir James W. Black,1924-06-14,Male,"London University, King's College Hospital Medical School",United Kingdom,London,1
668,438,Gertrude B. Elion,1918-01-23,Female,Wellcome Research Laboratories,United States of America,"Research Triangle Park, NC",1
669,439,George H. Hitchings,1905-04-18,Male,Wellcome Research Laboratories,United States of America,"Research Triangle Park, NC",1
670,550,United Nations Peacekeeping Forces,,,,,,0
671,132,Leon M. Lederman,1922-07-15,Male,Fermi National Accelerator Laboratory,United States of America,"Batavia, IL",1
672,133,Melvin Schwartz,1932-11-02,Male,"Digital Pathways, Inc.",United States of America,"Mountain View, CA",1
673,134,Jack Steinberger,1921-05-25,Male,CERN,Switzerland,Geneva,1
674,273,Sidney Altman,1939-05-07,Male,Yale University,United States of America,"New Haven, CT",1
675,274,Thomas R. Cech,1947-12-08,Male,University of Colorado,United States of America,"Boulder, CO",1
676,703,Trygve Haavelmo,1911-12-13,Male,University of Oslo,Norway,Oslo,1
677,666,Camilo José Cela,1916-05-11,Male,,,,0
678,440,J. Michael Bishop,1936-02-22,Male,University of California School of Medicine,United States of America,"San Francisco, CA",1
679,441,Harold E. Varmus,1939-12-18,Male,University of California School of Medicine,United States of America,"San Francisco, CA",1
680,551,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Male,,,,0
681,135,Norman F. Ramsey,1915-08-27,Male,Harvard University,United States of America,"Cambridge, MA",1
682,136,Hans G. Dehmelt,1922-09-09,Male,University of Washington,United States of America,"Seattle, WA",1
683,137,Wolfgang Paul,1913-08-10,Male,University of Bonn,Federal Republic of Germany,Bonn,1
684,275,Elias James Corey,1928-07-12,Male,Harvard University,United States of America,"Cambridge, MA",1
685,704,Harry M. Markowitz,1927-08-24,Male,City University of New York,United States of America,"New York, NY",1
686,705,Merton H. Miller,1923-05-16,Male,University of Chicago,United States of America,"Chicago, IL",1
687,706,William F. Sharpe,1934-06-16,Male,Stanford University,United States of America,"Stanford, CA",1
688,667,Octavio Paz,1914-03-31,Male,,,,0
689,442,Joseph E. Murray,1919-04-01,Male,Brigham and Women's Hospital,United States of America,"Boston, MA",1
690,443,E. Donnall Thomas,1920-03-15,Male,Fred Hutchinson Cancer Research Center,United States of America,"Seattle, WA",1
691,552,Mikhail Sergeyevich Gorbachev,1931-03-02,Male,,,,0
692,138,Jerome I. Friedman,1930-03-28,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
693,139,Henry W. Kendall,1926-12-09,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
694,140,Richard E. Taylor,1929-11-02,Male,Stanford University,United States of America,"Stanford, CA",1
695,276,Richard R. Ernst,1933-08-14,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,Zurich,1
696,707,Ronald H. Coase,1910-12-29,Male,University of Chicago,United States of America,"Chicago, IL",1
697,668,Nadine Gordimer,1923-11-20,Female,,,,0
698,444,Erwin Neher,1944-03-20,Male,Max-Planck-Institut für Biophysikalische Chemie,Federal Republic of Germany,Göttingen,1
699,445,Bert Sakmann,1942-06-12,Male,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany,Heidelberg,1
700,553,Aung San Suu Kyi,1945-06-19,Female,,,,0
701,141,Pierre-Gilles de Gennes,1932-10-24,Male,Collège de France,France,Paris,1
702,277,Rudolph A. Marcus,1923-07-21,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
703,708,Gary S. Becker,1930-12-02,Male,University of Chicago,United States of America,"Chicago, IL",1
704,669,Derek Walcott,1930-01-23,Male,,,,0
705,446,Edmond H. Fischer,1920-04-06,Male,University of Washington,United States of America,"Seattle, WA",1
706,447,Edwin G. Krebs,1918-06-06,Male,University of Washington,United States of America,"Seattle, WA",1
707,554,Rigoberta Menchú Tum,1959-01-09,Female,,,,0
708,142,Georges Charpak,1924-08-01,Male,École Supérieure de Physique et Chimie,France,Paris,1
709,142,Georges Charpak,1924-08-01,Male,CERN,Switzerland,Geneva,1
710,142,Georges Charpak,1924-08-01,Male,École Supérieure de Physique et Chimie,France,Paris,1
711,142,Georges Charpak,1924-08-01,Male,CERN,Switzerland,Geneva,1
712,278,Kary B. Mullis,1944-12-28,Male,,United States of America,"La Jolla, CA",0
713,279,Michael Smith,1932-04-26,Male,University of British Columbia,Canada,Vancouver,1
714,709,Robert W. Fogel,1927-07-01,Male,University of Chicago,United States of America,"Chicago, IL",1
715,710,Douglass C. North,1920-11-05,Male,Washington University,United States of America,"St. Louis, MO",1
716,670,Toni Morrison,1931-02-18,Female,,,,0
717,448,Richard J. Roberts,1943-09-06,Male,New England Biolabs,United States of America,"Beverly, MA",1
718,449,Phillip A. Sharp,1944-06-06,Male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research",United States of America,"Cambridge, MA",1
719,555,Nelson Mandela,1918-07-18,Male,,,,0
720,556,Frederik Willem de Klerk,1936-03-18,Male,,,,0
721,143,Russell A. Hulse,1950-11-28,Male,Princeton University,United States of America,"Princeton, NJ",1
722,144,Joseph H. Taylor Jr.,1941-03-29,Male,Princeton University,United States of America,"Princeton, NJ",1
723,280,George A. Olah,1927-05-22,Male,University of Southern California,United States of America,"Los Angeles, CA",1
724,711,John C. Harsanyi,1920-05-29,Male,University of California,United States of America,"Berkeley, CA",1
725,712,John F. Nash Jr.,1928-06-13,Male,Princeton University,United States of America,"Princeton, NJ",1
726,713,Reinhard Selten,1930-10-05,Male,Rheinische Friedrich-Wilhelms-Universität,Federal Republic of Germany,Bonn,1
727,671,Kenzaburo Oe,1935-01-31,Male,,,,0
728,450,Alfred G. Gilman,1941-07-01,Male,University of Texas Southwestern Medical Center at Dallas,United States of America,"Dallas, TX",1
729,451,Martin Rodbell,1925-12-01,Male,National Institute of Environmental Health Sciences,United States of America,"Research Triangle Park, NC",1
730,557,Yasser Arafat,1929-08-24,Male,,,,0
731,558,Shimon Peres,1923-08-16,Male,,,,0
732,559,Yitzhak Rabin,1922-03-01,Male,,,,0
733,145,Bertram N. Brockhouse,1918-07-15,Male,McMaster University,Canada,"Hamilton, Ontario",1
734,146,Clifford G. Shull,1915-09-23,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
735,281,Paul J. Crutzen,1933-12-03,Male,Max-Planck-Institut für Chemie,Federal Republic of Germany,Mainz,1
736,282,Mario J. Molina,1943-03-19,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
737,283,F. Sherwood Rowland,1927-06-28,Male,University of California,United States of America,"Irvine, CA",1
738,714,Robert E. Lucas Jr.,1937-09-15,Male,University of Chicago,United States of America,"Chicago, IL",1
739,672,Seamus Heaney,1939-04-13,Male,,,,0
740,452,Edward B. Lewis,1918-05-20,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
741,453,Christiane Nüsslein-Volhard,1942-10-20,Female,Max-Planck-Institut für Entwicklungsbiologie,Federal Republic of Germany,Tübingen,1
742,454,Eric F. Wieschaus,1947-06-08,Male,Princeton University,United States of America,"Princeton, NJ",1
743,560,Joseph Rotblat,1908-11-04,Male,,,,0
744,561,Pugwash Conferences on Science and World Affairs,,,,,,0
745,147,Martin L. Perl,1927-06-24,Male,Stanford University,United States of America,"Stanford, CA",1
746,148,Frederick Reines,1918-03-16,Male,University of California,United States of America,"Irvine, CA",1
747,284,Robert F. Curl Jr.,1933-08-23,Male,Rice University,United States of America,"Houston, TX",1
748,285,Sir Harold W. Kroto,1939-10-07,Male,University of Sussex,United Kingdom,Brighton,1
749,286,Richard E. Smalley,1943-06-06,Male,Rice University,United States of America,"Houston, TX",1
750,715,James A. Mirrlees,1936-07-05,Male,University of Cambridge,United Kingdom,Cambridge,1
751,716,William Vickrey,1914-06-21,Male,Columbia University,United States of America,"New York, NY",1
752,673,Wislawa Szymborska,1923-07-02,Female,,,,0
753,455,Peter C. Doherty,1940-10-15,Male,St. Jude Children's Research Hospital,United States of America,"Memphis, TN",1
754,456,Rolf M. Zinkernagel,1944-01-06,Male,"University of Zurich, Institute of Experimental Immunology",Switzerland,Zurich,1
755,562,Carlos Filipe Ximenes Belo,1948-02-03,Male,,,,0
756,563,José Ramos-Horta,1949-12-26,Male,,,,0
757,149,David M. Lee,1931-01-20,Male,Cornell University,United States of America,"Ithaca, NY",1
758,150,Douglas D. Osheroff,1945-08-01,Male,Stanford University,United States of America,"Stanford, CA",1
759,151,Robert C. Richardson,1937-06-26,Male,Cornell University,United States of America,"Ithaca, NY",1
760,287,Paul D. Boyer,1918-07-31,Male,University of California,United States of America,"Los Angeles, CA",1
761,288,John E. Walker,1941-01-07,Male,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1
762,289,Jens C. Skou,1918-10-08,Male,Aarhus University,Denmark,Aarhus,1
763,717,Robert C. Merton,1944-07-31,Male,Harvard University,United States of America,"Cambridge, MA",1
764,718,Myron S. Scholes,1941-07-01,Male,Long Term Capital Management,United States of America,"Greenwich, CT",1
765,674,Dario Fo,1926-03-24,Male,,,,0
766,457,Stanley B. Prusiner,1942-05-28,Male,University of California School of Medicine,United States of America,"San Francisco, CA",1
767,564,International Campaign to Ban Landmines (ICBL),,,,,,0
768,565,Jody Williams,1950-10-09,Female,,,,0
769,152,Steven Chu,1948-02-28,Male,Stanford University,United States of America,"Stanford, CA",1
770,153,Claude Cohen-Tannoudji,1933-04-01,Male,Collège de France,France,Paris,1
771,153,Claude Cohen-Tannoudji,1933-04-01,Male,École Normale Supérieure,France,Paris,1
772,153,Claude Cohen-Tannoudji,1933-04-01,Male,Collège de France,France,Paris,1
773,153,Claude Cohen-Tannoudji,1933-04-01,Male,École Normale Supérieure,France,Paris,1
774,154,William D. Phillips,1948-11-05,Male,National Institute of Standards and Technology,United States of America,"Gaithersburg, MD",1
775,290,Walter Kohn,1923-03-09,Male,University of California,United States of America,"Santa Barbara, CA",1
776,291,John A. Pople,1925-10-31,Male,Northwestern University,United States of America,"Evanston, IL",1
777,719,Amartya Sen,1933-11-03,Male,Trinity College,United Kingdom,Cambridge,1
778,675,José Saramago,1922-11-16,Male,,,,0
779,458,Robert F. Furchgott,1916-06-04,Male,SUNY Health Science Center,United States of America,"Brooklyn, NY",1
780,459,Louis J. Ignarro,1941-05-31,Male,University of California School of Medicine,United States of America,"Los Angeles, CA",1
781,460,Ferid Murad,1936-09-14,Male,University of Texas Medical School at Houston,United States of America,"Houston, TX",1
782,566,John Hume,1937-01-18,Male,,,,0
783,567,David Trimble,1944-10-15,Male,,,,0
784,155,Robert B. Laughlin,1950-11-01,Male,Stanford University,United States of America,"Stanford, CA",1
785,156,Horst L. Störmer,1949-04-06,Male,Columbia University,United States of America,"New York, NY",1
786,157,Daniel C. Tsui,1939-02-28,Male,Princeton University,United States of America,"Princeton, NJ",1
787,292,Ahmed H. Zewail,1946-02-26,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
788,720,Robert A. Mundell,1932-10-24,Male,Columbia University,United States of America,"New York, NY",1
789,676,Günter Grass,1927-10-16,Male,,,,0
790,461,Günter Blobel,1936-05-21,Male,Rockefeller University,United States of America,"New York, NY",1
791,461,Günter Blobel,1936-05-21,Male,Howard Hughes Medical Institute,,,1
792,461,Günter Blobel,1936-05-21,Male,Rockefeller University,United States of America,"New York, NY",1
793,461,Günter Blobel,1936-05-21,Male,Howard Hughes Medical Institute,,,1
794,568,Médecins Sans Frontières,,,,,,0
795,158,Gerardus 't Hooft,1946-07-05,Male,Utrecht University,Netherlands,Utrecht,1
796,159,Martinus J.G. Veltman,1931-06-27,Male,,Netherlands,Bilthoven,0
797,729,Alan J. Heeger,1936-01-22,Male,University of California,United States of America,"Santa Barbara, CA",1
798,730,Alan G. MacDiarmid,1927-04-14,Male,University of Pennsylvania,United States of America,"Philadelphia, PA",1
799,731,Hideki Shirakawa,1936-08-20,Male,University of Tsukuba,Japan,Tokyo,1
800,732,James J. Heckman,1944-04-19,Male,University of Chicago,United States of America,"Chicago, IL",1
801,733,Daniel L. McFadden,1937-07-29,Male,University of California,United States of America,"Berkeley, CA",1
802,734,Gao Xingjian,1940-01-04,Male,,,,0
803,722,Arvid Carlsson,1923-01-25,Male,Göteborg University,Sweden,Gothenburg,1
804,723,Paul Greengard,1925-12-11,Male,Rockefeller University,United States of America,"New York, NY",1
805,724,Eric R. Kandel,1929-11-07,Male,Columbia University,United States of America,"New York, NY",1
806,725,Kim Dae-jung,1925-12-03,Male,,,,0
807,726,Zhores I. Alferov,1930-03-15,Male,A.F. Ioffe Physico-Technical Institute,Russia,St. Petersburg,1
808,727,Herbert Kroemer,1928-08-25,Male,University of California,United States of America,"Santa Barbara, CA",1
809,728,Jack S. Kilby,1923-11-08,Male,Texas Instruments,United States of America,"Dallas, TX",1
810,741,William S. Knowles,1917-06-01,Male,,United States of America,"St. Louis, MO",0
811,742,Ryoji Noyori,1938-09-03,Male,Nagoya University,Japan,Nagoya,1
812,743,K. Barry Sharpless,1941-04-28,Male,The Scripps Research Institute,United States of America,"La Jolla, CA",1
813,744,George A. Akerlof,1940-06-17,Male,University of California,United States of America,"Berkeley, CA",1
814,745,A. Michael Spence,1943-00-00,Male,Stanford University,United States of America,"Stanford, CA",1
815,746,Joseph E. Stiglitz,1943-02-09,Male,Columbia University,United States of America,"New York, NY",1
816,747,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,Male,,,,0
817,735,Leland H. Hartwell,1939-10-30,Male,Fred Hutchinson Cancer Research Center,United States of America,"Seattle, WA",1
818,736,Tim Hunt,1943-02-19,Male,Imperial Cancer Research Fund,United Kingdom,London,1
819,737,Sir Paul M. Nurse,1949-01-25,Male,Imperial Cancer Research Fund,United Kingdom,London,1
820,748,United Nations (U.N.),,,,,,0
821,749,Kofi Annan,1938-04-08,Male,,,,0
822,738,Eric A. Cornell,1961-12-19,Male,"University of Colorado, JILA",United States of America,"Boulder, CO",1
823,739,Wolfgang Ketterle,1957-10-21,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
824,740,Carl E. Wieman,1951-03-26,Male,"University of Colorado, JILA",United States of America,"Boulder, CO",1
825,756,John B. Fenn,1917-06-15,Male,Virginia Commonwealth University,United States of America,"Richmond, VA",1
826,757,Koichi Tanaka,1959-08-03,Male,Shimadzu Corp.,Japan,Kyoto,1
827,758,Kurt Wüthrich,1938-10-04,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,Zurich,1
828,758,Kurt Wüthrich,1938-10-04,Male,The Scripps Research Institute,United States of America,"La Jolla, CA",1
829,758,Kurt Wüthrich,1938-10-04,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,Zurich,1
830,758,Kurt Wüthrich,1938-10-04,Male,The Scripps Research Institute,United States of America,"La Jolla, CA",1
831,759,Daniel Kahneman,1934-03-05,Male,Princeton University,United States of America,"Princeton, NJ",1
832,760,Vernon L. Smith,1927-01-01,Male,George Mason University,United States of America,"Fairfax, VA",1
833,761,Imre Kertész,1929-11-09,Male,,,,0
834,750,Sydney Brenner,1927-01-13,Male,The Molecular Sciences Institute,United States of America,"Berkeley, CA",1
835,751,H. Robert Horvitz,1947-05-08,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
836,752,John E. Sulston,1942-03-27,Male,The Wellcome Trust Sanger Institute,United Kingdom,Cambridge,1
837,762,Jimmy Carter,1924-10-01,Male,,,,0
838,753,Raymond Davis Jr.,1914-10-14,Male,University of Pennsylvania,United States of America,"Philadelphia, PA",1
839,754,Masatoshi Koshiba,1926-09-19,Male,University of Tokyo,Japan,Tokyo,1
840,755,Riccardo Giacconi,1931-10-06,Male,Associated Universities Inc.,United States of America,"Washington, DC",1
841,769,Peter Agre,1949-01-30,Male,Johns Hopkins University School of Medicine,United States of America,"Baltimore, MD",1
842,770,Roderick MacKinnon,1956-02-19,Male,Rockefeller University,United States of America,"New York, NY",1
843,770,Roderick MacKinnon,1956-02-19,Male,Howard Hughes Medical Institute,,,1
844,770,Roderick MacKinnon,1956-02-19,Male,Rockefeller University,United States of America,"New York, NY",1
845,770,Roderick MacKinnon,1956-02-19,Male,Howard Hughes Medical Institute,,,1
846,771,Robert F. Engle III,1942-11-10,Male,New York University,United States of America,"New York, NY",1
847,772,Clive W.J. Granger,1934-09-04,Male,University of California,United States of America,"San Diego, CA",1
848,763,John M. Coetzee,1940-02-09,Male,,,,0
849,764,Paul C. Lauterbur,1929-05-06,Male,University of Illinois,United States of America,"Urbana, IL",1
850,765,Sir Peter Mansfield,1933-10-09,Male,"University of Nottingham, School of Physics and Astronomy",United Kingdom,Nottingham,1
851,773,Shirin Ebadi,1947-06-21,Female,,,,0
852,766,Alexei A. Abrikosov,1928-06-25,Male,Argonne National Laboratory,United States of America,"Argonne, IL",1
853,767,Vitaly L. Ginzburg,1916-10-04,Male,P.N. Lebedev Physical Institute,Russia,Moscow,1
854,768,Anthony J. Leggett,1938-03-26,Male,University of Illinois,United States of America,"Urbana, IL",1
855,779,Aaron Ciechanover,1947-10-01,Male,Technion - Israel Institute of Technology,Israel,Haifa,1
856,780,Avram Hershko,1937-12-31,Male,Technion - Israel Institute of Technology,Israel,Haifa,1
857,781,Irwin Rose,1926-07-16,Male,University of California,United States of America,"Irvine, CA",1
858,786,Finn E. Kydland,1943-12-01,Male,Carnegie Mellon University,United States of America,"Pittsburgh, PA",1
859,786,Finn E. Kydland,1943-12-01,Male,University of California,United States of America,"Santa Barbara, CA",1
860,786,Finn E. Kydland,1943-12-01,Male,Carnegie Mellon University,United States of America,"Pittsburgh, PA",1
861,786,Finn E. Kydland,1943-12-01,Male,University of California,United States of America,"Santa Barbara, CA",1
862,787,Edward C. Prescott,1940-12-26,Male,Arizona State University,United States of America,"Tempe, AZ",1
863,787,Edward C. Prescott,1940-12-26,Male,Federal Reserve Bank of Minneapolis,United States of America,"Minneapolis, MN",1
864,787,Edward C. Prescott,1940-12-26,Male,Arizona State University,United States of America,"Tempe, AZ",1
865,787,Edward C. Prescott,1940-12-26,Male,Federal Reserve Bank of Minneapolis,United States of America,"Minneapolis, MN",1
866,782,Elfriede Jelinek,1946-10-20,Female,,,,0
867,774,Richard Axel,1946-07-02,Male,Columbia University,United States of America,"New York, NY",1
868,775,Linda B. Buck,1947-01-29,Female,Fred Hutchinson Cancer Research Center,United States of America,"Seattle, WA",1
869,783,Wangari Muta Maathai,1940-04-01,Female,,,,0
870,776,David J. Gross,1941-02-19,Male,"University of California, Kavli Institute for Theoretical Physics",United States of America,"Santa Barbara, CA",1
871,777,H. David Politzer,1949-08-31,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
872,778,Frank Wilczek,1951-05-15,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
873,794,Yves Chauvin,1930-10-10,Male,Institut Français du Pétrole,France,Rueil-Malmaison,1
874,795,Robert H. Grubbs,1942-02-27,Male,California Institute of Technology (Caltech),United States of America,"Pasadena, CA",1
875,796,Richard R. Schrock,1945-01-04,Male,Massachusetts Institute of Technology (MIT),United States of America,"Cambridge, MA",1
876,799,Robert J. Aumann,1930-06-08,Male,"University of Jerusalem, Center for RationalityHebrew",Israel,Jerusalem,1
877,800,Thomas C. Schelling,1921-04-14,Male,"University of Maryland, Department of Economics and School of Public Policy",United States of America,"College Park, MD",1
878,801,Harold Pinter,1930-10-10,Male,,,,0
879,789,Barry J. Marshall,1951-09-30,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Australia,Nedlands,1
880,789,Barry J. Marshall,1951-09-30,Male,University of Western Australia,Australia,Perth,1
881,789,Barry J. Marshall,1951-09-30,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Australia,Nedlands,1
882,789,Barry J. Marshall,1951-09-30,Male,University of Western Australia,Australia,Perth,1
883,790,J. Robin Warren,1937-06-11,Male,,Australia,Perth,0
884,797,International Atomic Energy Agency (IAEA),,,,,,0
885,798,Mohamed ElBaradei,1942-06-17,Male,,,,0
886,791,Roy J. Glauber,1925-09-01,Male,Harvard University,United States of America,"Cambridge, MA",1
887,792,John L. Hall,1934-08-21,Male,"University of Colorado, JILA",United States of America,"Boulder, CO",1
888,792,John L. Hall,1934-08-21,Male,National Institute of Standards and Technology,United States of America,"Boulder, CO",1
889,792,John L. Hall,1934-08-21,Male,"University of Colorado, JILA",United States of America,"Boulder, CO",1
890,792,John L. Hall,1934-08-21,Male,National Institute of Standards and Technology,United States of America,"Boulder, CO",1
891,793,Theodor W. Hänsch,1941-10-30,Male,Max-Planck-Institut für Quantenoptik,Germany,Garching,1
892,793,Theodor W. Hänsch,1941-10-30,Male,Ludwig-Maximilians- Universität,Germany,Munich,1
893,793,Theodor W. Hänsch,1941-10-30,Male,Max-Planck-Institut für Quantenoptik,Germany,Garching,1
894,793,Theodor W. Hänsch,1941-10-30,Male,Ludwig-Maximilians- Universität,Germany,Munich,1
895,806,Roger D. Kornberg,1947-04-24,Male,Stanford University,United States of America,"Stanford, CA",1
896,807,Edmund S. Phelps,1933-07-26,Male,Columbia University,United States of America,"New York, NY",1
897,808,Orhan Pamuk,1952-06-07,Male,,,,0
898,802,Andrew Z. Fire,1959-04-27,Male,Stanford University School of Medicine,United States of America,"Stanford, CA",1
899,803,Craig C. Mello,1960-10-19,Male,University of Massachusetts Medical School,United States of America,"Worcester, MA",1
900,809,Muhammad Yunus,1940-06-28,Male,,,,0
901,810,Grameen Bank,,,,,,0
902,804,John C. Mather,1946-08-07,Male,NASA Goddard Space Flight Center,United States of America,"Greenbelt, MD",1
903,805,George F. Smoot,1945-02-20,Male,University of California,United States of America,"Berkeley, CA",1
904,816,Gerhard Ertl,1936-10-10,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,Berlin,1
905,820,Leonid Hurwicz,1917-08-21,Male,University of Minnesota,United States of America,"Minneapolis, MN",1
906,821,Eric S. Maskin,1950-12-12,Male,Institute for Advanced Study,United States of America,"Princeton, NJ",1
907,822,Roger B. Myerson,1951-03-29,Male,University of Chicago,United States of America,"Chicago, IL",1
908,817,Doris Lessing,1919-10-22,Female,,,,0
